vat,ragione,pec
02032310167,FAE TECHNOLOGY SPA,faesrl@pec.faesrl.com
00378260392,FAENZA PRINTING INDUSTRIES S.P.A.,faenzaindustriegrafiche@legalmail.it
01540021217,FALCO SPA,falcospa@pec.it
01527360216,FAMAS SYSTEM S.P.A.,famassystem@pec.famassystem.it
01691740607,FANTINI SUD S.P.A.,fantinisud@mailcert.it
00293940045,FANTINO COSTRUZIONI S.P.A.,amministrazione.fantinospa@legalmail.it
01539460301,FANTONI S.P.A.,fantoni@pec.it
00915390033,FAPAS,ar@pec.fapas.net
00259020477,FAR AUTORICAMBI SPA,farautoricambi@pec.it
03550130243,FARAM 1957 SPA,faram1957@legalmail.it
00732060678,FARAONE INDUSTRIE SPA,imaspafaraone@postcert.it
06500530016,FARID INDUSTRIE SPA,farid.industriespa@legalmail.it
0CHE110318823,FARMA MONDO SA,
00503151201,FARMAC-ZABBAN,farmaczabbanspa@cert.farmaczabban.it
00272420639,FARMACEUTICI DAMOR S.P.A.,farmaceuticidamor@legalmail.it
01101980538,FARMACIE COMUNALI RIUNITE SPA,fcrspagrosseto@pec.it
01239791211,FARVIMA MEDICINALI SPA,farvimamedicinalispa@legalmail.it
012149680154,FASSINA SPA,
08938750158,FAST ELETTRONICA ITALIANA S.P.A.,amministrazione@pec.fastelettronica.com
01391440425,FASTNET - S.P.A.,amministrazione@pec.fastnet.it
09050131003,FASTRENT S.P.A.,fastrentspa@legalmail.it
012511460961,FASTWAY S.P.A. SOCIETA' BENEFIT O IN FORMA ABBREVIATA FASTWAY S.P.A. S.B.,
012878470157,FASTWEB,
099999999845,FASTWEB S.P.A,
01282360682,FATER,fater@pec-fater.it
01117510923,FATICONI - SOCIETA' PER AZIONI,faticoni@legalmail.it
03140770615,FATO LOGISTIC EQUIPMENTS SPA,logisticequipments@legalmail.it
00800240947,FAVELLATO CLAUDIO SPA,favellatoclaudiospa@registerpec.it
02450340720,FAVER S.P.A.,faver.bari@legalmail.it
00175410265,FAVERO HEALTH PROJECTS SPA,faverohealthprojects@legalmail.it
00425600939,FAZIOLI PIANOFORTI SPA,pec@pec.fazioli.com
05171771008,FB & ASSOCIATI S.P.A.,bistoncinipartners@pec.bistoncinipartners.it
00891151003,FCA SPA,amministrazione@pec.fcaspa.it
00303010185,FEDEGARI AUTOCLAVI SPA,amministrazione@pec.fedegari.com
012480880157,FEDERFARMA.CO - DISTRIBUZIONE E SERVIZI IN FARMACIA - S.P.A.,
01664630223,FEDRIGONI SPA,direzione@pec.fedrigoni.com
00083420653,FEGER DI GERARDO FERRAIOLI - S.P.A.,feger@legalmail.it
01650550294,FELETTINO HOSPITAL SERVICE S.P.A.,felettinohs@pec.it
04628790968,FELTRINELLI SPA,libreriefeltrinellisrl@legalmail.it
03282400245,FENICE CARE SYSTEM SPA UNIPERSONALE,fenicecaresystem@pec.it
01710950740,FER.METAL.SUD S.P.A.,fermetalsudspa@pec.it
00890020159,FERB S.P.A.,commerciale.ferbspa@pecpu.telecompost.it
00098090210,FERCAM,fercamspa@pec.it
03495230926,FERES AGENZIA PER IL LAVORO S.P.A.,lavoromigliore@legalmail.it
03098550373,FEREXPERT,posta.certificata@pec.ferexpert.it
01444250243,FERPLAC S.P.A.,ferplac@legalmail.it
01964880387,FERRARA TUA SPA,ferraratua.pec@legalmail.it
01272750231,FERRARI SPA,ferraripec@pecimprese.it
02160730798,FERRARO SPA,ferrarospa@pec.it
02887420046,FERRERO MANGIMI,ferreromangimispa@legalmail.it
04485970968,FERRETTI,ferrettispa@pec.it
00149440240,FERRETTO SPA,ferrettogroup@pec.confindustriavicenza.it
03301780403,FERRI - S.P.A,ferrispacesena@pec.it
05118971000,FERRI ANTONIO SPA,ferriantoniospa@pec.it
00161160304,FERRI AUTO SPA,ferriautospa@ticertifica.it
07676940153,FERRING S.P.A.,ferringspa@legalmail.it
00516070018,FERRINO & C. SPA,ferrino@pec.it
00898931001,FERROTRAMVIARIA ENGINEERING,ftengineering@legalmail.it
03247801206,FH S.P.A.,fh@pecaruba.it
01835220482,FIAB,amministrazione@pec.fiab.it
04040310247,FIAMM ENERGY TECHNOLOGY SPA,fiamm.energy.technology@legalmail.it
00964901003,FIAMMA 2000 - SOCIETÃ_x0080_ PER AZIONI,direzionegenerale@pec.fiamma2000.it
03866680618,FIB SPA,fib_srl@legalmail.it
06511490820,FIBER TELECOM,protocollo@pec.fibertelecom.it
09204570015,FIBERWIDE,pec@pec.fibering.com
03266750540,FIBRAWEB SPA,fibrawebsrl@pec.it
02084640164,FIDELITAS SPA,fidelitasdirezione@legalmail.it
00538270109,FIDENTE,amministrazione@pec.fidente.it
03206730875,FIDES,fides@gigapec.it
00204260285,FIDIA FARMACEUTICI S.P.A.,dl@pec.fidiapharmapec.it
00849370150,FIDIGER SPA REVISIONE E ORGANIZZAZIONE AZIENDALE,fidiger@cert.fidiger.it
02975440104,FIDRA,fidra@legalmail.it
02809450279,FIEL S.P.A.,fielspa@pec.it
013194800150,FIERA MILANO,
00162790349,FIERE DI PARMA S.P.A.,pec@pec.fiereparma.com
00209360163,FIGLI DI PIETRO RODESCHINI SPA,lg92.2024bergamo@pecliquidazionigiudiziali.it
00433490422,FILENI ALIMENTARE SPA,simar@pec.fileni.it
02013090424,FILIPPETTI S.P.A.,gruppofilippetti@pec.it
02013090424,FILIPPETTI SPA,gruppofilippetti@pec.it
01351931009,FILMMASTER EVENTS S.P.A.,kevents@legalmail.it
04831690260,FIM GROUP SPA,fimgroup@casellapec.com
02520310232,FIMAP SPA,fimapspa@postecert.it
00518670443,FIMI SPA,fimispa@sicurpost.it
03746700362,FIMO,info@pec.fimospa.it
01025400399,FIN-CERAMICA FAENZA S.P.A,finceramica@pec.finceramica.it
00629440322,FINCANTIERI,fincantieri@pec.fincantieri.it
00890740111,FINCANTIERI NEXTECH S.P.A.,fincantierinxt@legalmail.it
012795320154,FINCONS SPA,
01465220356,FINEURO - S.P.A.,fineurospa1@legalmail.it
02379641208,FINLOGIC SPA,amministrazione@pec.finlogic.it
00122260219,FINSTRAL SPA,fibu.finstral@legalmail.it
01237920069,FIOCCHI BOX PREFABBRICATI SPA,mail@pec.fiocchibox.it
00810220137,FIOCCHI MUNIZIONI SPA,amministrazione@pec.fiocchi.com
02687710984,FIOLETTI S.P.A.,fioletti@legalmail.it
00720760230,FIORIO S.P.A.,pec@pec.fiorio.it
01787570835,FIRE  S.P.A.,fire@pec.fire.eu
04933280481,FIRENZE FIERA SPA,firenzefiera@pec.firenzefiera.it
03854550658,FISCIANO SVILUPPO SPA,email@pec.fiscianosviluppo.com
03734170156,FITRE,fitrespa@legalmail.it
03175820046,FIVE STARS S.P.A A SOCIO UNICO,fivestars-solutions@pec.it
05794871219,FIVEN S.P.A.,fiven@pec.it
07748590630,FLEGREA LAVORO SPA,flegrealavoro@pec.it
01737040160,FLOW-METER S.P.A.,cert@pec.flowmeter.it
03497220156,FLUIITEN ITALIA,amministrazione.fluiten@pec.it
08233380966,FME EDUCATION,fmeeducation@legalmail.it
01388761213,FOCELDA,amministrazione@pec.focelda.info
01317910121,FOGLIANI SPA,foglianispa@pec.it
02140350220,FOLGARIASKI SPA,alpefolgaria@legalmail.it
02179720343,FONTANA ERMES S.P.A.,fontana@pec.ermesfontana.it
01799730468,FONTE ILARIA S.P.A.,info@fonteilaria.legalmail.it
07281070636,FONTEL SPA,comunicazioni@pec.fontelnet.it
03648070138,FOODCHAIN S.P.A.,foodchain@legalmail.it
00228060349,FORA,foraspa@pec.it
00894451004,FORD ITALIA SPA,ford@forditaliaspa.legalmail.it
00148360548,FORINI SPA,info@pec.forini.com
00167200245,FORINT,forint@cert.assind.vi.it
02832850172,FORM SPA,formspa@legalmail.it
04009110653,FORMAMENTIS SPA - SOCIETÃ_x0080_ BENEFIT,formamentis@arubapec.it
04821950237,FORMATI S.P.A.,formatispa@pec.it
014810991001,FORMIMPRESA SPA,
05874271009,FORMIT SERVIZI,formit.servizi.spa@arubapec.it
012427540963,FORMULA  SPA,
00474480837,FORMULA 3 S.P.A.,formula3spa@pec.playnet.it
04476870409,FORMULA AMBIENTE S.P.A.,formulambientespa@pec.it
00852810266,FORNO D'ASOLO S.P.A.,fornodasolo@legalmail.it
04754250654,FORTNES,fortnes@pec.it
012851070156,FOS,
01187480015,FOWA,amministrazione.fowaspa@legalmail.it
09397710014,FPT INDUSTRIAL S.P.A.,fptindustrial@pec.fptindustrial.com
00104400056,FRA PRODUCTION,amministrazione@fraproduction.postecert.it
01425190160,FRA.MAR,framar@propec.it
04410261004,FRAME BY FRAME,pec@pec.frame20.it
00273520106,FRANCESCO BARETTO - S.P.A.,fbaretto@pec.it
03835470240,FRANCHETTI S.P.A.,franchettipec@legalmail.it
00865450167,FRANCHINI SPA SERVIZI ECOLOGICI,franchiniservizi@legalmail.it
00935720599,FRANCIA LATTICINI S.P.A.,francialatticini@pec.it
01168370367,FRANCO COSIMO PANINI EDITORE S.P.A.,mail@pec.fcp.it
01282851219,FRANZESE SPA,amministrazione@pec.franzesespa.it
00127770352,FRANZINI ANNIBALE SPA,amministrazione.crediti@pec.franziniannibale.it
02054430232,FRATELLI CENI SPA,amministrazione@pec.ceni.it
00191570134,FRATELLI CLERICI S.P.A.,amministrazione@pec.fratelliclerici.it
00051020329,FRATELLI COSULICH,raccomandate@pec.cosulich.net
00060010253,FRATELLI DE PRA SPA,fratellidepraspa@pec.it
00635320153,FRATELLI GIACOMEL SPA,direzione@pec.fratelligiacomel.it
00794160150,FRATELLI INGEGNOLI,ingegnoli@pec.ingegnoli.com
00100920602,FRATELLI MAZZOCCHIA SPA,mazzocchia@pec.it
00260710439,FRENEXPORT SPA,pec@pec.frenexport.it
01616090690,FRENTAUTO,frentauto@pec.gruppofrentauto.com
00931170195,FRESENIUS MEDICAL CARE ITALIA S.P.A.,fmcitaliaspa@legalmail.it
00110570090,FRESIA SPA,fresiaspa@pec.it
010060710968,FRIENDS & PARTNERS S.P.A.,
01805700166,FRIGERIO CARPENTERIE SPA,frigeriocarpenteriespa@pec.it
08621330151,FRILVAM S.P.A.,frilvam@pec.it
00582100038,FRUA CAV. MARIO SPA,info@pec.frua.it
03611161005,FS LOGISTICA,mercitalialogistics@pec.mercitalialogistics.it
01484311004,FUGRO ITALY SPA,fugroitalyspa@legalmail.it
011025740157,FUJIFILM HEALTHCARE ITALIA S.P.A.,
09120130159,FUJIFILM HEALTHCARE ITALIA S.P.A.,fujifilm.healthitalia@legalmail.it
05590500822,FULMINE GROUP SPA,fulminegroup@open.legalmail.it
00076340074,FUNIVIE PICCOLO SAN BERNARDO S.P.A.,fpsbspa@solutionpec.it
01282700390,FUTURA S.P.A.,natura-nuova.srl@legalmail.it
01177290416,FUTURA SPA,futura_spa@legalmail.it
04673200400,G-PROFESSIONAL S.P.A.,
02659930164,G. FRANCO LONGHI S.P.A.,g.francolonghispa@secmail.it
07649890014,G.A.S. ENERGY S.P.A.,gasenergyspa@legalmail.it
00258580828,G.B. PALUMBO & C. EDITORE S.P.A.,palumboeditore@pec.it
00850720194,G.E.I. GESTIONE ENERGETICA IMPIANTI S.P.A.,direzione@pec.geispa.it
01544480989,G.E.I. IMPIANTI ELETTRICI GENERALI S.P.A.,gei@legalmail.it
00121630875,G.G.G. S.P.A.,ggg_elettromeccanica@pec.gggele.it
01982510305,G.I. INDUSTRIAL HOLDING,gind@pec.it
00246930929,G.M. CARTA & C. SPA,info@pec.gmcarta.com
00417030541,G.M.P. S.P.A.,gmpspa@pec.it
04419830288,G.M.T. S.P.A.,gmtspa@pec.it
03677260980,G4 VIGILANZA,g4vigilanzaspa@legalmail.it
08230471008,GADA ITALIA SPA,gadaitalia@legalmail.it
00989590286,GAETANO PAOLIN SPA,gaetanopaolinspa@legalmail.it
09713880152,GALDERMA ITALIA S.P.A.,galderma_italia@galderma.legalmail.it
03690120757,GALGANO SPA,comunicazioni@galganopec.it
02171351204,GALILEO INGEGNERIA SPA,galileo-ingegneria@pec.it
01793260280,GALILEO NETWORK,segreteriagalileo@legalmail.it
04450230752,GALILEOPRO S.P.A.,galileopro@pec.it
00605791201,GALLETTI S.P.A.,amministrazione@pec.galletti.it
00203620133,GALLI EZIO S.P.A.,gallieziospa@legalmail.it
00595810185,GALLI S.P.A.,gallispa@pec.it
01658290992,GAM OFFICE SERVICE SPA,info@pec.gamoffice.it
07294860635,GAMBA FACILITY MANAGEMENT S.P.A.,medmarspa@pec.it
015930791007,GAMBA SERVICE SPA,
00696530989,GAMBARA ASFALTI S.P.A.,gambaraasfalti@pec-mynet.it
06051141007,GAMBERO ROSSO S.P.A.,gamberorossospa@pec.it
00904410396,GAMBI SPA,gambispa@legalmail.it
010204130966,GAMMA INNOVATION SPA,
01794990232,GAMMA S.P.A.,gamma.spa@pec.it
07068861009,GANGEMI EDITORE SPA,gangemieditore@pec.it
00618650360,GARC,amministrazione.garc@pec.it
01996970362,GARC AMBIENTE SPA SOCIETA' BENEFIT,garcambiente@pec.it
00908860059,GARELLI VI SPA,garelli@peclab.it
05150120722,GAROFOLI SOCIETA' PER AZIONI,amministrazione@pec.garofolispa.eu
00192750552,GAROFOLI SPA,garofolispa@legalmail.it
01137270813,GASPARE MIRRIONE S.P.A.,gasparemirrionespa@arubapec.it
03605730377,GATTINONI TRAVEL STORE,amministrazione.robintur@pec.robintur.it
010813630968,GAXA SOCIETA' PER AZIONI IN BREVE GAXA S.P.A.,
00186680401,GAZEBO S.P.A.,gazebo.amministrazione@pec.it
02678320280,GAZZOLA S.P.A.,gazzolaspa@legalmail.it
00304720287,GBR ROSSETTO SPA,gbrrossetto@legalmail.it
012079170150,GBSAPRI SPA,
07946271009,GBSOFTWARE SPA,gbsoftware@pec.gbsoftware.it
09275410968,GCG S.P.A.,generalcomputergroup@pec.it
01802880185,GCI SYSTEM INTEGRATOR SPA,gcisystemintegrator@pec.it
08744230155,GDA REVISORI INDIPENDENTI SPA,gdarevind@legalmail.it
03663500969,GE MEDICAL SYSTEMS ITALIA S.P.A,gemsi@legalmail.it
03663500969,GE MEDICAL SYSTEMS ITALIA S.P.A.,gemsi@legalmail.it
07511581006,GE.CO.P. GENERALE COSTRUZIONI E PROGETTAZIONI SPA,impresagecop@legalmail.it
08406920721,GE.DI. GROUP  S.P.A.,pallottagroup@pec.it
011402090150,GE.FI SPA,
01240080117,GE.FI.L. GESTIONE FISCALITA LOCALE  S.P.A.,gefil@arubapec.it
04796820654,GE.O.S. GROUP,geosgroup@pec.it
02365020904,GE.O.S. SARDEGNA S.P.A.,geos-sardegna@pec.it
00733530158,GE.S.A.,info@pec.gesavending.it
03787380611,GE.S.I.A. SPA,gesiaspa@pec.it
01478281213,GE.SE.T. ITALIA S.P.A.,geset@pec.cgn.it
03884381215,GE.TE.T. S.P.A.,getetspa@pec.it
03535681005,GEBART,postmaster@pec.gebart.it
00913110961,GECAL SPA,infogecal@pec.it
03761320104,GECAR,gecarspa@ticertifica.it
03414830236,GECOFFICE SPA,gecoffice@legalmail.it
04574750966,GECOM SPA,gecomspa@legalmail.it
01578251009,GEDI NEWS NETWORK S.P.A.,segreteriasocietaria@pec.gedinewsnetwork.it
00933800427,GEL SPA,gel@pec.gel.it
00241740232,GELMINI CAV. NELLO S.P.A.,gelmini@legalmail.it
01060421003,GEMA SPA,gemaspa@legalmail.it
00669660243,GEMATA SPA,gemata@legalmail.it
05351490965,GEMEAZ ELIOR SPA,gemeaz@legalmail.it
03214610242,GEMMO S.P.A. SOCIETA CON SOCIO UNICO,gemmo@legalmail.it
05310070965,GENCANTIERI,info@pec.gencantieri.it
00198080269,GENERAL BETON TRIVENETA S.P.A.,generalbeton@legalmail.it
00539820357,GENERAL COM,generalcom@legalmail.it
01546870187,GENERAL COMPUTER ITALIA S.P.A.,generalcomputeritalia@pec.it
00225500164,GENERAL MEDICAL MERATE S.P.A.,rosangela.zenoni@pec.gmmspa.com
01126960036,GENERAL SMONTAGGI S.P.A.,gsappalti@legalmail.it
00459650545,GENERALE PREFABBRICATI S.P.A.,generaleprefabbricati@legalmail.it
02138570268,GENERALFILTER ITALIA S.P.A.,generalfilter@legalmail.it
00885351007,GENERALI ITALIA SPA,generaliitalia@pec.generaligroup.com
01333550323,GENERALI ITALIA SPA,comunicazioni@pec.veravitaassicurazioni.it
04516590280,GENERALI ITALIA SPA AGENZIA GENERALE DI PADOVA PEDROCCHI,padovapedrocchi@pec.agenzie.generali.com
07249570636,GENERAZIONE VINCENTE SPA,generazionevincente@legalmail.it
02993600366,GENERON SPA,generon@legalmail.it
04155080726,GENETIKO COMMUNICATION SPA,radionorba@messaggipec.it
01356301216,GENTILE AMBIENTE SPA,gentileambiente@pec.it
01768380139,GENTILI MOSCONI SPA,gentilimosconispa@legalmail.it
01184620761,GEOCART S.P.A.,geocart@pec.it
03628691002,GEODIS CL ITALIA SPA CON SOCIO UNICO,geodislogisticsspa@legalmail.it
00712630706,GEOTEC SOCIETA' PER AZIONI,info@pec.geotecspa.com
05985191005,GEOWEB,geoweb@geowebpec.it
02668590215,GERHO' S.P.A.,gerhospa@legalmail.it
01147940173,GERMANI,germani@pec.germanitrasporti.it
00772350153,GERMO S.P.A.,germospa@legalmail.it
01162430548,GESENU SPA - GESTIONE SERVIZI NETTEZZA URBANA,gesenu@legalmail.it
01795380359,GESTA SPA CON SOCIO UNICO,
01523580304,GESTECO S.P.A.,gesteco@deltapec.it
01492290067,GESTIONE AMBIENTE,affarigenerali@pec.gestioneambiente.net
01643200494,GESTIONE BACINI SPA,gestionebacinispa@open.legalmail.it
01494020462,GESTIONE ESERCIZIO ACQUEDOTTI LUCCHESI S.P.A.,geal.spa@legalmail.it
01469190936,GESTIONE SERVIZI MOBILITA' SPA,posta.certificata@pec.gsm-pn.it
05512020727,GESTIONE SERVIZI SPA,gestioneservizispa@pec.it
01320870080,GESTIONI MUNICIPALI SPA,gestionimunicipali@pec.confcommercioim.it
02126260062,GETEC ITALIA,getec-italia@pec.getec-italia.com
00385040167,GEWISS SPA,gewiss@pec.gewiss.com
013223760151,GEXPO SPA,
02230600245,GHELLER S.P.A.,gheller@pec.keyworld.it
02364480042,GHEMAR,ghemar@eticert.it
05090470484,GHETTI3 SPA,ghetti3@legalmail.it
03769950407,GHIGI 1870 SPA,ghigi@legalmail.it
011629770154,GI GROUP S.P.A.,
011940290015,GI ONE S.P.A.,
03240950828,GI.BI.AUTO S.P.A.,gibiauto@pec.it
00166180992,GIADA AUTO S.P.A,giadaauto@pec.it
01020090658,GIAGUARO S.P.A.,giaguarospa@legalmail.it
01698140157,GIAMBROCONO & C. S.P.A.,info@pec.giambrocono.com
03926400155,GIANAZZA ANGELO SPA,gianazza@pec.it
00926570136,GIANNI BENVENUTO SPA,giannibenvenuto@pec.giannibenvenuto.it
00011090453,GIANOLA S.P.A.,pec@pec.gianola.it
01254731217,GIDAL  SPA,gidalspa@pec.it
02098930874,GIDAUTO SPA,gidautospa740@pec.gmacfs.it
03171620044,GIESSE SPA,giessesrl2@legalmail.it
00642760433,GIESSEGI INDUSTRIA MOBILI SPA,giessegispa@pec.it
00734000151,GILARDONI S.P.A. A SOCIO UNICO,gilardoni@pec.gilardoni.it
01106760042,GILETTA SPA,giletta@pec.it
00734640154,GIMA,gimaitaly@pec.it
04746051210,GINO GIGLIO GENERATION SPA,pec@gigliospa.it
00180290041,GINO SPA,ginospa_pec@pec.ginospa.com
00258970334,GIORDANINO S.P.A.,info@pec.giordanino.com
00163640048,GIORDANO & C. SPA,amministrazione@pec.giordanocompany.it
02837290614,GIOVANNI MALINCONICO SPA IN AMMINISTRAZIONE GIUDIZIARIA,giovannimalinconicospa@pec.it
03334390824,GIOVANNI SCIBILIA E FIGLIO S.P.A.,pecgscibiliaspa@legalmail.it
03670740483,GIRALDI MARCELLO & C.,giraldimarcello@pecsicura.it
00226710168,GIUDICI S.P.A.,commerciale@pec.giudicispa.it
00829840156,GIUFFRE' FRANCIS LEFEBVRE S.P.A.,afcgiuffre@pec.giuffre.it
00752450155,GIULIANI S.P.A.,giulianipharma@legalmail.it
02455340352,GIULIANO INDUSTRIAL SPA A SOCIO UNICO,amministrazione@pec.giuliano-automotive.com
03314600481,GIUNTI EDITORE,giuntieditore@pec.it
01955110505,GIUNTINI SPA,giuntini@pec.it
00894291004,GIUS. LATERZA & FIGLI S.P.A.,editorilaterza@pec.laterza.it
01949250847,GIUSEPPE CAMPIONE SOCIETA' PER AZIONI,gcampionespa@pec.it
00975060633,GIUSTINO COSTRUZIONI SPA,giustinocostruzionispa@pec.it
02011411200,GIVI DISTRIBUZIONE S.P.A.,kentron@postecert.it
01956421208,GL EVENTS ITALIA,gleventsitalia@pecsoci.ui.torino.it
02682090648,GL OIL,amministrazione@pec.gloil.it
00212840235,GLAXOSMITHKLINE S.P.A.,gsk@gsk.legalmail.it
01554201200,GLENAIR ITALIA,glenair@legalmail.it
08573820969,GLICKON S.P.A.,glickon@pec.it
01097790909,GLM S.P.A.,glmspa@legalmail.it
015541561005,GLOBAL ONE S.P.A.,
03443420231,GLOBAL POWER S.P.A.,info@pec.globalpower.it
03489670236,GLOBAL POWER SERVICE S.P.A.,info@pec.globalpowerservice.it
00219260031,GLOBALPESCA SPA,globalpesca@cgn.legalmail.it
09496580961,GLOBALSYSTEM S.P.A.,globalsystem@pec.globalsystemspa.it
03167980964,GMT G7,gmtg7@legalmail.it
02577660547,GO INTERNET,gointernet@legalmail.it
00080300429,GOLDENGAS SPA,goldengas@legalmail.it
02555860010,GOLMAR ITALIA SOCIETA' PER AZIONI,golmaritaliaspa@open.legalmail.it
02367820012,GOMA ELETTRONICA,gomaelettronica@pecsoci.ui.torino.it
07182660154,GOMMAUTO AMBROSIANA,gommautoambrosiana@messaggipec.it
00179980263,GOPPION CAFFE' SPA,goppion@goppionpec.it
01230150151,GOPPION SPA,goppionspa@legalmail.it
08605630014,GORENT S.P.A.,gorentspa@legalmail.it
01211200314,GORIZIANE E&C S.P.A.,engineering.goriziane@pec.it
00040990319,GORIZIANE GROUP,goriziane@postecert.it
01191170131,GORLA PRODOTTI PETROLIFERI E PNEUMATICI,gorlaspa@pec.gorlaonline.com
01944260221,GPI S.P.A.,gpi@pec.gpi.it
02341640353,GPS GLOBAL PARKING SOLUTIONS S.P.A.,gpsparking@pec.net
00272580630,GRADED S.P.A.,graded@pec.it
02691820654,GRAFICA METELLIANA SPA,graficametelliana.pec@legalmail.it
00846950269,GRAFICHE ANTIGA S.P.A.,postacertificata@pec.graficheantiga.it
07311431212,GRAN GUSTO SPA,grangusto_na@pec.it
04119190371,GRANAROLO S.P.A.,granarolo@pec.granarolo.it
00134870351,GRAND HOTEL ASTORIA S.P.A.,direzione@pec.mercurehotelastoria.com
013217910150,GRANDI NAVI VELOCI S.P.A.,
013925511001,GRANDI STAZIONI RETAIL SPA,
01894270063,GRANDIAUTO SPA,grandiauto@pec.it
02242950364,GRANULATI DONNINI SPA,granulatidonnini@pec.it
01294980162,GRAPHICSCALVE SPA,graphicscalve@legalmail.it
00298370933,GRAPHISTUDIO SPA,graphistudio@pec.it
00182620120,GRASSI,amministrazione@pec.grassi.it
013510461000,GREENAUS S.P.A.,
02736910791,GREENENERGY SPA,amministratore@pec.greenenergyspa.eu
012557570012,GREENEXT TECHNOLOGIES- S.P.A.,
011629160968,GREENIT S.P.A.,
02248000248,GREENTHESIS,gth@pec.greenthesisgroup.com
01514520343,GRENTI S.P.A.,grenti@legalmail.it
00000000000,GRIFO INSURANCE BROKERS,
01832790545,GRIFO INSURANCE BROKERS SPA,grifoinsurancebrokers@legalmail.it
01262580507,GRIFOLS ITALIA,grifolsgare@pec.trustedmail.intesa.it
00117240820,GRIMALDI GROUP SPA,grimaldigroup@legalmail.it
015835411008,GRIVAN GROUP SPA,
00885741009,GROUPAMA ASSICURAZIONI S. P. A.,groupama@legalmail.it
00882090152,GROUPE PSA ITALIA S.P.A.,psaitalia@mpsacert.it
01279550196,GROWENS SPA,amministrazione@pec.growens.io
00681300224,GRUPPO ADIGE BITUMI S.P.A. UNIPERSONALE,gruppoadigebitumi@legalmail.it
01929820908,GRUPPO ALIMENTARE SARDO SPA,gruppoalimentaresardospa@pectvc.com
00364890459,GRUPPO ANTONINI SPA,gruppoantoninispa@pec.it
012787021000,GRUPPO ARCA SPA,
00468410014,GRUPPO ATURIA,segreteria@pec.gruppoaturia.it
02531810360,GRUPPO AUTORAMA SPA,gruppoautoramaspa@legalmail.it
00647400985,GRUPPO BOSSONI SPA,gruppobossoni@sicurmail.eu
03231410402,GRUPPO C.S.A. S.P.A.,csa@pec.csaricerche.com
011998741000,GRUPPO DISTRIBUZIONE S.P.A.,
04808921003,GRUPPO ECF S.P.A.,gruppoecfspa@legalmail.it
01079320329,GRUPPO EURIS S.P.A.,gruppoeuris@legalmail.it
00593800980,GRUPPO GATTI SPA,pec.gruppogattispa@pecarchivio.it
00177230141,GRUPPO GIMOKA S.P.A.,gimokasrl@pec.gimoka.it
01038120307,GRUPPO ILLIRIA SPA,pec@pec.gruppoilliria.it
02025560984,GRUPPO ITALTELO SPA,gruppoitaltelo@pec.intred.it
02731550121,GRUPPO MILLEPIANI SPA,spa@gruppomillepianipec.it
00301690111,GRUPPO P&P LOYAL SPA,pec@peployal.com
03360680619,GRUPPO PICCIRILLO SRL,dairentspa@pec.it
01954630495,GRUPPO SAE (SAPERE AUDE EDITORI) S.P.A.,saegruppo@pec.it
00816940159,GRUPPO SALTECO SPA,fintecospa@legalmail.it
01484180391,GRUPPO SERVIZI ASSOCIATI S.P.A.,grupposerviziassociati@legalmail.it
00150470342,GRUPPO SPAGGIARI PARMA S.P.A.,spaggiari@legalmail.it
01071110892,GRUPPOMEGA S.P.A.,gruppomega@mypec.eu
03047030808,GSA S.R.L. SOCIETA' UNIPERSONALE,amministrazione.gsasrl@pec.it
02960160600,GSM IMPIANTI SPA,gsmimpiantispa@pec.it
04816870481,GST SPA,gstspa@pec.it
03412710612,GT INDUSTRY S.P.A.,pec@pec.gtimpiantisrl.it
03386970101,GT MOTOR,gtmotorspa@ticertifica.it
01438240309,GTN S.P.A.,gtn@pec.it
00070970843,GUADAGNI SPA,guadagnispa@pec.it
00600970826,GUAJANA FERRAMENTA S.P.A.,guajanaspa@pec.it
